,numzan,numgroup,numclient,type1,type2,type3,online,sex,datebirth,age
510,401816729,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
511,401819345,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
512,401836559,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
513,401842806,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
514,401848954,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
515,401855218,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
516,401861412,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
517,401868657,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
518,401885357,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
519,401885895,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
520,401945886,801348921,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
521,401349826,801349335,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
522,401352147,801349335,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
523,401355989,801349335,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
524,401358400,801349335,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
525,401365133,801349335,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
526,401369308,801349335,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
527,401372298,801349335,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
528,401385846,801349335,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
529,401395327,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
530,401398412,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
531,401403429,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
532,401411773,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
533,401415189,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
534,401422029,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
535,401427797,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
536,401565632,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
537,401572965,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
538,401577100,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
539,401580088,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
540,401584669,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
541,401601145,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
542,401613742,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
543,401615584,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
544,401618762,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
545,401622021,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
546,401627888,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
547,401631580,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
548,401637582,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
549,401661020,801349406,101385462,Игры,ОНЛАЙН Интеллектуальные игры,ОНЛАЙН Иные интеллектуальные игры,Да,Женщина,1949-01-12,74
550,401523576,801349550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
551,401526253,801349550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
552,401530239,801349550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
553,401533598,801349550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
554,401544909,801349550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
555,401558450,801349550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
556,401558452,801349550,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
557,401350936,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
558,401353370,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
559,401357132,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
560,401359664,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
561,401363921,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
562,401366423,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
563,401369924,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
564,401371110,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
565,401389280,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
566,401390717,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
567,401394291,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
568,401403731,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
569,401405344,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
570,401412039,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
571,401413805,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
572,401420058,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
573,401425285,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
574,401455746,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
575,401480656,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
576,401480659,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
577,401486702,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
578,401518024,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
579,401518031,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
580,401518044,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
581,401518052,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
582,401518065,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
583,401558908,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
584,401558911,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
585,401558915,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
586,401558917,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
587,401558919,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
588,401558920,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
589,401558921,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
590,401560230,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
591,401562006,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
592,401563953,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
593,401564461,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
594,401569016,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
595,401572343,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
596,401576148,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
597,401583495,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
598,401586626,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
599,401591654,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
600,401595027,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
601,401616595,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
602,401618243,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
603,401661317,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
604,401661321,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
605,401661345,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
606,401661351,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
607,401661353,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
608,401661365,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
609,401770753,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
610,401789273,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
611,401803566,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
612,401819084,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
613,401819094,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
614,401819098,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
615,401819104,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
616,401819107,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
617,401831020,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
618,401894424,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
619,401894435,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
620,401894443,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
621,401894453,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
622,401894463,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
623,401894481,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
624,401894492,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
625,401894500,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
626,401915263,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
627,401928365,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
628,401934750,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
629,401938637,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
630,401953569,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
631,401964204,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
632,401964206,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
633,401964496,801349860,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
634,401752613,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
635,401763956,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
636,401813764,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
637,401838815,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
638,401843241,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
639,401846109,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
640,401858375,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
641,401870713,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
642,401878601,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
643,401878603,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
644,401928332,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
645,401936307,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
646,401940750,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
647,401959479,801350762,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Акварельная живопись,Да,Женщина,1949-01-12,74
648,401373720,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
649,401450378,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
650,401467419,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
651,401488758,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
652,401488770,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
653,401488773,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
654,401547451,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
655,401547494,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
656,401547525,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
657,401547545,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
658,401547553,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
659,401550010,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
660,401560387,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
661,401582188,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
662,401587997,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
663,401588238,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
664,401611302,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
665,401760581,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
666,401773256,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
667,401773767,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
668,401782738,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
669,401786537,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
670,401831704,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
671,401833939,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
672,401839265,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
673,401844050,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
674,401852787,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
675,401857041,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
676,401867300,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
677,401873774,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
678,401900332,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
679,401906151,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
680,401909523,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
681,401914558,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
682,401917662,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
683,401924839,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
684,401926822,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
685,401949373,801351918,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,ОНЛАЙН Вязание на спицах,Да,Женщина,1949-01-12,74
686,401488027,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
687,401488073,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
688,401488100,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
689,401488106,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
690,401519651,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
691,401519661,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
692,401519667,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
693,401519670,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
694,401519721,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
695,401825271,801352102,101385462,Творчество,ОНЛАЙН Художественно-прикладное творчество,"ОНЛАЙН Изготовление кукол, игрушек",Да,Женщина,1949-01-12,74
696,401445292,801352516,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
697,401529796,801352516,101385462,Рисование,ОНЛАЙН Рисование,ОНЛАЙН Различные техники рисования,Да,Женщина,1949-01-12,74
698,401419968,801353350,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
699,401424470,801353350,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
700,401563246,801353350,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
701,401564679,801353350,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
702,401570689,801353350,101385462,Физическая активность,ОНЛАЙН Гимнастика,ОНЛАЙН Корригирующая гимнастика для глаз,Да,Женщина,1949-01-12,74
